line,from_id,to_id,from_name,to_name,from_name_clean,to_name_clean
piccadilly,940GZZLUCKS,940GZZLUOAK,cockfosters,oakwood,cockfosters,oakwood
piccadilly,940GZZLUOAK,940GZZLUSGT,oakwood,southgate,oakwood,southgate
piccadilly,940GZZLUSGT,940GZZLUASG,southgate,arnos grove,southgate,arnos grove
piccadilly,940GZZLUASG,940GZZLUBDS,arnos grove,bounds green,arnos grove,bounds green
piccadilly,940GZZLUBDS,940GZZLUWOG,bounds green,wood green,bounds green,wood green
piccadilly,940GZZLUWOG,940GZZLUTPN,wood green,turnpike lane,wood green,turnpike lane
piccadilly,940GZZLUTPN,940GZZLUMRH,turnpike lane,manor house,turnpike lane,manor house
piccadilly,940GZZLUMRH,940GZZLUFPK,manor house,finsbury park,manor house,finsbury park
piccadilly,940GZZLUFPK,940GZZLUASL,finsbury park,arsenal,finsbury park,arsenal
piccadilly,940GZZLUASL,940GZZLUHWY,arsenal,holloway road,arsenal,holloway road
piccadilly,940GZZLUHWY,940GZZLUCAR,holloway road,caledonian road,holloway road,caledonian road
piccadilly,940GZZLUCAR,940GZZLUKSX,caledonian road,kings cross st. pancras,caledonian road,kings cross st. pancras
piccadilly,940GZZLUKSX,940GZZLURSQ,kings cross st. pancras,russell square,kings cross st. pancras,russell square
piccadilly,940GZZLURSQ,940GZZLUHBN,russell square,holborn,russell square,holborn
piccadilly,940GZZLUHBN,940GZZLUCGN,holborn,covent garden,holborn,covent garden
piccadilly,940GZZLUCGN,940GZZLULSQ,covent garden,leicester square,covent garden,leicester square
piccadilly,940GZZLULSQ,940GZZLUPCC,leicester square,piccadilly circus,leicester square,piccadilly circus
piccadilly,940GZZLUPCC,940GZZLUGPK,piccadilly circus,green park,piccadilly circus,green park
piccadilly,940GZZLUGPK,940GZZLUHPC,green park,hyde park corner,green park,hyde park corner
piccadilly,940GZZLUHPC,940GZZLUKNB,hyde park corner,knightsbridge,hyde park corner,knightsbridge
piccadilly,940GZZLUKNB,940GZZLUSKS,knightsbridge,south kensington,knightsbridge,south kensington
piccadilly,940GZZLUSKS,940GZZLUGTR,south kensington,gloucester road,south kensington,gloucester road
piccadilly,940GZZLUGTR,940GZZLUECT,gloucester road,earls court,gloucester road,earls court
piccadilly,940GZZLUECT,940GZZLUBSC,earls court,barons court,earls court,barons court
piccadilly,940GZZLUBSC,940GZZLUHSD,barons court,hammersmith (distandpicc line),barons court,hammersmith (distandpicc line)
piccadilly,940GZZLUHSD,940GZZLUTNG,hammersmith (distandpicc line),turnham green,hammersmith (distandpicc line),turnham green
piccadilly,940GZZLUTNG,940GZZLUACT,turnham green,acton town,turnham green,acton town
piccadilly,940GZZLUACT,940GZZLUECM,acton town,ealing common,acton town,ealing common
piccadilly,940GZZLUECM,940GZZLUNEN,ealing common,north ealing,ealing common,north ealing
piccadilly,940GZZLUNEN,940GZZLUPKR,north ealing,park royal,north ealing,park royal
piccadilly,940GZZLUPKR,940GZZLUALP,park royal,alperton,park royal,alperton
piccadilly,940GZZLUALP,940GZZLUSUT,alperton,sudbury town,alperton,sudbury town
piccadilly,940GZZLUSUT,940GZZLUSUH,sudbury town,sudbury hill,sudbury town,sudbury hill
piccadilly,940GZZLUSUH,940GZZLUSHH,sudbury hill,south harrow,sudbury hill,south harrow
piccadilly,940GZZLUSHH,940GZZLURYL,south harrow,rayners lane,south harrow,rayners lane
piccadilly,940GZZLURYL,940GZZLUEAE,rayners lane,eastcote,rayners lane,eastcote
piccadilly,940GZZLUEAE,940GZZLURSM,eastcote,ruislip manor,eastcote,ruislip manor
piccadilly,940GZZLURSM,940GZZLURSP,ruislip manor,ruislip,ruislip manor,ruislip
piccadilly,940GZZLURSP,940GZZLUICK,ruislip,ickenham,ruislip,ickenham
piccadilly,940GZZLUICK,940GZZLUHGD,ickenham,hillingdon,ickenham,hillingdon
piccadilly,940GZZLUHGD,940GZZLUUXB,hillingdon,uxbridge,hillingdon,uxbridge
piccadilly,940GZZLUACT,940GZZLUSEA,acton town,south ealing,acton town,south ealing
piccadilly,940GZZLUSEA,940GZZLUNFD,south ealing,northfields,south ealing,northfields
piccadilly,940GZZLUNFD,940GZZLUBOS,northfields,boston manor,northfields,boston manor
piccadilly,940GZZLUBOS,940GZZLUOSY,boston manor,osterley,boston manor,osterley
piccadilly,940GZZLUOSY,940GZZLUHWE,osterley,hounslow east,osterley,hounslow east
piccadilly,940GZZLUHWE,940GZZLUHWC,hounslow east,hounslow central,hounslow east,hounslow central
piccadilly,940GZZLUHWC,940GZZLUHWT,hounslow central,hounslow west,hounslow central,hounslow west
piccadilly,940GZZLUHWT,940GZZLUHNX,hounslow west,hatton cross,hounslow west,hatton cross
piccadilly,940GZZLUHNX,940GZZLUHR4,hatton cross,heathrow terminal 4,hatton cross,heathrow terminal 4
piccadilly,940GZZLUHNX,940GZZLUHRC,hatton cross,heathrow terminals 2 and 3,hatton cross,heathrow terminals 2 and 3
piccadilly,940GZZLUHRC,940GZZLUHR5,heathrow terminals 2 and 3,heathrow terminal 5,heathrow terminals 2 and 3,heathrow terminal 5
piccadilly,940GZZLUHR4,940GZZLUHRC,heathrow terminal 4,heathrow terminals 2 and 3,heathrow terminal 4,heathrow terminals 2 and 3
piccadilly,940GZZLUHRC,940GZZLUHNX,heathrow terminals 2 and 3,hatton cross,heathrow terminals 2 and 3,hatton cross
piccadilly,940GZZLUHNX,940GZZLUHWT,hatton cross,hounslow west,hatton cross,hounslow west
piccadilly,940GZZLUHWT,940GZZLUHWC,hounslow west,hounslow central,hounslow west,hounslow central
piccadilly,940GZZLUHWC,940GZZLUHWE,hounslow central,hounslow east,hounslow central,hounslow east
piccadilly,940GZZLUHWE,940GZZLUOSY,hounslow east,osterley,hounslow east,osterley
piccadilly,940GZZLUOSY,940GZZLUBOS,osterley,boston manor,osterley,boston manor
piccadilly,940GZZLUBOS,940GZZLUNFD,boston manor,northfields,boston manor,northfields
piccadilly,940GZZLUNFD,940GZZLUSEA,northfields,south ealing,northfields,south ealing
piccadilly,940GZZLUSEA,940GZZLUACT,south ealing,acton town,south ealing,acton town
piccadilly,940GZZLUACT,940GZZLUTNG,acton town,turnham green,acton town,turnham green
piccadilly,940GZZLUTNG,940GZZLUHSD,turnham green,hammersmith (distandpicc line),turnham green,hammersmith (distandpicc line)
piccadilly,940GZZLUHSD,940GZZLUBSC,hammersmith (distandpicc line),barons court,hammersmith (distandpicc line),barons court
piccadilly,940GZZLUBSC,940GZZLUECT,barons court,earls court,barons court,earls court
piccadilly,940GZZLUECT,940GZZLUGTR,earls court,gloucester road,earls court,gloucester road
piccadilly,940GZZLUGTR,940GZZLUSKS,gloucester road,south kensington,gloucester road,south kensington
piccadilly,940GZZLUSKS,940GZZLUKNB,south kensington,knightsbridge,south kensington,knightsbridge
piccadilly,940GZZLUKNB,940GZZLUHPC,knightsbridge,hyde park corner,knightsbridge,hyde park corner
piccadilly,940GZZLUHPC,940GZZLUGPK,hyde park corner,green park,hyde park corner,green park
piccadilly,940GZZLUGPK,940GZZLUPCC,green park,piccadilly circus,green park,piccadilly circus
piccadilly,940GZZLUPCC,940GZZLULSQ,piccadilly circus,leicester square,piccadilly circus,leicester square
piccadilly,940GZZLULSQ,940GZZLUCGN,leicester square,covent garden,leicester square,covent garden
piccadilly,940GZZLUCGN,940GZZLUHBN,covent garden,holborn,covent garden,holborn
piccadilly,940GZZLUHBN,940GZZLURSQ,holborn,russell square,holborn,russell square
piccadilly,940GZZLURSQ,940GZZLUKSX,russell square,kings cross st. pancras,russell square,kings cross st. pancras
piccadilly,940GZZLUKSX,940GZZLUCAR,kings cross st. pancras,caledonian road,kings cross st. pancras,caledonian road
piccadilly,940GZZLUCAR,940GZZLUHWY,caledonian road,holloway road,caledonian road,holloway road
piccadilly,940GZZLUHWY,940GZZLUASL,holloway road,arsenal,holloway road,arsenal
piccadilly,940GZZLUASL,940GZZLUFPK,arsenal,finsbury park,arsenal,finsbury park
piccadilly,940GZZLUFPK,940GZZLUMRH,finsbury park,manor house,finsbury park,manor house
piccadilly,940GZZLUMRH,940GZZLUTPN,manor house,turnpike lane,manor house,turnpike lane
piccadilly,940GZZLUTPN,940GZZLUWOG,turnpike lane,wood green,turnpike lane,wood green
piccadilly,940GZZLUWOG,940GZZLUBDS,wood green,bounds green,wood green,bounds green
piccadilly,940GZZLUBDS,940GZZLUASG,bounds green,arnos grove,bounds green,arnos grove
piccadilly,940GZZLUASG,940GZZLUSGT,arnos grove,southgate,arnos grove,southgate
piccadilly,940GZZLUSGT,940GZZLUOAK,southgate,oakwood,southgate,oakwood
piccadilly,940GZZLUOAK,940GZZLUCKS,oakwood,cockfosters,oakwood,cockfosters
piccadilly,940GZZLUHR5,940GZZLUHRC,heathrow terminal 5,heathrow terminals 2 and 3,heathrow terminal 5,heathrow terminals 2 and 3
piccadilly,940GZZLUUXB,940GZZLUHGD,uxbridge,hillingdon,uxbridge,hillingdon
piccadilly,940GZZLUHGD,940GZZLUICK,hillingdon,ickenham,hillingdon,ickenham
piccadilly,940GZZLUICK,940GZZLURSP,ickenham,ruislip,ickenham,ruislip
piccadilly,940GZZLURSP,940GZZLURSM,ruislip,ruislip manor,ruislip,ruislip manor
piccadilly,940GZZLURSM,940GZZLUEAE,ruislip manor,eastcote,ruislip manor,eastcote
piccadilly,940GZZLUEAE,940GZZLURYL,eastcote,rayners lane,eastcote,rayners lane
piccadilly,940GZZLURYL,940GZZLUSHH,rayners lane,south harrow,rayners lane,south harrow
piccadilly,940GZZLUSHH,940GZZLUSUH,south harrow,sudbury hill,south harrow,sudbury hill
piccadilly,940GZZLUSUH,940GZZLUSUT,sudbury hill,sudbury town,sudbury hill,sudbury town
piccadilly,940GZZLUSUT,940GZZLUALP,sudbury town,alperton,sudbury town,alperton
piccadilly,940GZZLUALP,940GZZLUPKR,alperton,park royal,alperton,park royal
piccadilly,940GZZLUPKR,940GZZLUNEN,park royal,north ealing,park royal,north ealing
piccadilly,940GZZLUNEN,940GZZLUECM,north ealing,ealing common,north ealing,ealing common
piccadilly,940GZZLUECM,940GZZLUACT,ealing common,acton town,ealing common,acton town
victoria,940GZZLUBXN,940GZZLUSKW,brixton,stockwell,brixton,stockwell
victoria,940GZZLUSKW,940GZZLUVXL,stockwell,vauxhall,stockwell,vauxhall
victoria,940GZZLUVXL,940GZZLUPCO,vauxhall,pimlico,vauxhall,pimlico
victoria,940GZZLUPCO,940GZZLUVIC,pimlico,victoria,pimlico,victoria
victoria,940GZZLUVIC,940GZZLUGPK,victoria,green park,victoria,green park
victoria,940GZZLUGPK,940GZZLUOXC,green park,oxford circus,green park,oxford circus
victoria,940GZZLUOXC,940GZZLUWRR,oxford circus,warren street,oxford circus,warren street
victoria,940GZZLUWRR,940GZZLUEUS,warren street,euston,warren street,euston
victoria,940GZZLUEUS,940GZZLUKSX,euston,kings cross st. pancras,euston,kings cross st. pancras
victoria,940GZZLUKSX,940GZZLUHAI,kings cross st. pancras,highbury and islington,kings cross st. pancras,highbury and islington
victoria,940GZZLUHAI,940GZZLUFPK,highbury and islington,finsbury park,highbury and islington,finsbury park
victoria,940GZZLUFPK,940GZZLUSVS,finsbury park,seven sisters,finsbury park,seven sisters
victoria,940GZZLUSVS,940GZZLUTMH,seven sisters,tottenham hale,seven sisters,tottenham hale
victoria,940GZZLUTMH,940GZZLUBLR,tottenham hale,blackhorse road,tottenham hale,blackhorse road
victoria,940GZZLUBLR,940GZZLUWWL,blackhorse road,walthamstow central,blackhorse road,walthamstow central
victoria,940GZZLUWWL,940GZZLUBLR,walthamstow central,blackhorse road,walthamstow central,blackhorse road
victoria,940GZZLUBLR,940GZZLUTMH,blackhorse road,tottenham hale,blackhorse road,tottenham hale
victoria,940GZZLUTMH,940GZZLUSVS,tottenham hale,seven sisters,tottenham hale,seven sisters
victoria,940GZZLUSVS,940GZZLUFPK,seven sisters,finsbury park,seven sisters,finsbury park
victoria,940GZZLUFPK,940GZZLUHAI,finsbury park,highbury and islington,finsbury park,highbury and islington
victoria,940GZZLUHAI,940GZZLUKSX,highbury and islington,kings cross st. pancras,highbury and islington,kings cross st. pancras
victoria,940GZZLUKSX,940GZZLUEUS,kings cross st. pancras,euston,kings cross st. pancras,euston
victoria,940GZZLUEUS,940GZZLUWRR,euston,warren street,euston,warren street
victoria,940GZZLUWRR,940GZZLUOXC,warren street,oxford circus,warren street,oxford circus
victoria,940GZZLUOXC,940GZZLUGPK,oxford circus,green park,oxford circus,green park
victoria,940GZZLUGPK,940GZZLUVIC,green park,victoria,green park,victoria
victoria,940GZZLUVIC,940GZZLUPCO,victoria,pimlico,victoria,pimlico
victoria,940GZZLUPCO,940GZZLUVXL,pimlico,vauxhall,pimlico,vauxhall
victoria,940GZZLUVXL,940GZZLUSKW,vauxhall,stockwell,vauxhall,stockwell
victoria,940GZZLUSKW,940GZZLUBXN,stockwell,brixton,stockwell,brixton
waterloo-city,940GZZLUBNK,940GZZLUWLO,bank,waterloo,bank,waterloo
waterloo-city,940GZZLUWLO,940GZZLUBNK,waterloo,bank,waterloo,bank
