station_removed,num_components,largest_component_size,avg_shortest_path,components_norm,largest_component_loss,largest_component_loss_norm,avg_shortest_path_norm,failure_impact_score,station_display,station,degree_centrality,betweenness_centrality,closeness_centrality,betweenness_norm,degree_norm,closeness_norm,propagation_risk_score
ealing common,1,271,14.225228918955857,0.0,0,0.0,0.2381962817845515,0.0714588845353654,Ealing Common,ealing common,0.011070110701107,0.05279416709511,0.0718642269954919,0.14897576703918677,0.3333333333333333,0.4002181063871493,0.16259221554686967
greenford,2,267,13.77685787502464,0.5,4,0.1818181818181818,0.1221216277990791,0.2911819428851783,Greenford,greenford,0.007380073800738,0.0291922919229192,0.0596128464584249,0.08237546532392517,0.16666666666666669,0.24158448349750214,0.16187564886084943
buckhurst hill,2,267,13.748415983779674,0.5,4,0.1818181818181818,0.1147585682758633,0.2889730250282136,Buckhurst Hill,buckhurst hill,0.007380073800738,0.0291922919229192,0.0570766638584667,0.08237546532392517,0.16666666666666669,0.20874542238730248,0.16121297350376002
rickmansworth,2,267,13.746416603306018,0.5,4,0.1818181818181818,0.1142409670618551,0.2888177446640111,Rickmansworth,rickmansworth,0.007380073800738,0.0291922919229192,0.056282450674974,0.08237546532392517,0.16666666666666669,0.19846177196415357,0.16116638939449926
wembley central,2,267,13.72687336318324,0.5,4,0.1818181818181818,0.1091815974488732,0.2872999337801165,Wembley Central,wembley central,0.007380073800738,0.0291922919229192,0.0552948377882064,0.08237546532392517,0.16666666666666669,0.18567393880800925,0.16071104612933085
hounslow west,2,267,13.673734899045366,0.5,4,0.1818181818181818,0.095425069408964,0.2831729753681438,Hounslow West,hounslow west,0.007380073800738,0.0291922919229192,0.050334323922734,0.08237546532392517,0.16666666666666669,0.1214440927516071,0.15947295860573907
dagenham east,2,267,13.635634028892456,0.5,4,0.1818181818181818,0.0855614857110327,0.2802139002587643,Dagenham East,dagenham east,0.007380073800738,0.0291922919229192,0.0488376284015137,0.08237546532392517,0.16666666666666669,0.10206454346934103,0.1585852360729252
holland park,1,271,14.289052890528906,0.0,0,0.0,0.2547190825242371,0.0764157247572711,Holland Park,holland park,0.007380073800738,0.0711721561660061,0.0897350993377483,0.20083518956861487,0.16666666666666669,0.631614169489864,0.1566756455448221
heathrow terminals 2 and 3,2,270,13.837284868511636,0.5,1,0.0454545454545454,0.1377650161385393,0.2549658684779254,Heathrow Terminals 2 And 3,heathrow terminals 2 and 3,0.011070110701107,0.007380073800738,0.0458157227387996,0.020825258087509173,0.3333333333333333,0.0629362312063509,0.15356905625379888
kingsbury,2,268,14.000726703560847,0.5,3,0.1363636363636363,0.1800769689438556,0.2949321815922476,Kingsbury,kingsbury,0.007380073800738,0.0219762197621976,0.0896757114493712,0.06201299074947175,0.16666666666666669,0.6308452017918547,0.1528194831857435
south woodford,1,271,14.370971709717097,0.0,0,0.0,0.2759262918676363,0.0827778875602909,South Woodford,south woodford,0.007380073800738,0.0669400027333606,0.0639452571967909,0.18889280391225913,0.16666666666666669,0.29768150939541305,0.15261310155755017
seven sisters,2,268,13.969422550170496,0.5,3,0.1363636363636363,0.171972924710235,0.2925009683221614,Seven Sisters,seven sisters,0.007380073800738,0.0219762197621976,0.0820714718352513,0.06201299074947175,0.16666666666666669,0.532383801816632,0.15209011920471763
wood lane,2,268,13.886913745877354,0.5,3,0.1363636363636363,0.1506129795516207,0.2860929847745771,Wood Lane,wood lane,0.007380073800738,0.0219762197621976,0.067079207920792,0.06201299074947175,0.16666666666666669,0.338260606241012,0.15016772414044235
east putney,2,268,13.86712504891274,0.5,3,0.1363636363636363,0.1454900658753679,0.2845561106717013,East Putney,east putney,0.007380073800738,0.0219762197621976,0.0642636945695992,0.06201299074947175,0.16666666666666669,0.30180470791652725,0.1497066619095796
arnos grove,2,268,13.853597182626196,0.5,3,0.1363636363636363,0.1419879610458391,0.2835054792228426,Arnos Grove,arnos grove,0.007380073800738,0.0219762197621976,0.0624711848778238,0.06201299074947175,0.16666666666666669,0.27859489040977214,0.149391472474922
hendon central,2,268,13.84711275085248,0.5,3,0.1363636363636363,0.1403092661688748,0.2830018707597533,Hendon Central,hendon central,0.007380073800738,0.0219762197621976,0.0616469517743403,0.06201299074947175,0.16666666666666669,0.26792253532982235,0.1492403899359952
ruislip,2,268,13.843982335513443,0.5,3,0.1363636363636363,0.1394988617455124,0.2827587494327446,Ruislip,ruislip,0.007380073800738,0.0219762197621976,0.06125678119349,0.06201299074947175,0.16666666666666669,0.26287051914291365,0.1491674535378926
tooting broadway,2,268,13.834367488400693,0.5,3,0.1363636363636363,0.1370097624451861,0.2820120196426467,Tooting Broadway,tooting broadway,0.007380073800738,0.0219762197621976,0.0600886917960088,0.06201299074947175,0.16666666666666669,0.24774583564942482,0.14894343460086323
west finchley,2,268,13.820280619375035,0.5,3,0.1363636363636363,0.133362942540057,0.280917973671108,West Finchley,west finchley,0.007380073800738,0.0219762197621976,0.0584555651423641,0.06201299074947175,0.16666666666666669,0.2265997454662424,0.1486152208094016
northolt,2,268,13.800827324053888,0.5,3,0.1363636363636363,0.1283268579091641,0.2794071482818401,Northolt,northolt,0.007380073800738,0.0219762197621976,0.0563409563409563,0.06201299074947175,0.16666666666666669,0.19921931644873345,0.14816197319262125
loughton,2,268,13.778243613393704,0.5,3,0.1363636363636363,0.1224803688549092,0.2776532015655636,Loughton,loughton,0.007380073800738,0.0219762197621976,0.0540702314445331,0.06201299074947175,0.16666666666666669,0.169817461219807,0.14763578917773829
chorleywood,2,268,13.778159762982838,0.5,3,0.1363636363636363,0.1224586615935692,0.2776466893871616,Chorleywood,chorleywood,0.007380073800738,0.0219762197621976,0.0533569600315022,0.06201299074947175,0.16666666666666669,0.16058186299392754,0.1476338355242177
north wembley,2,268,13.761138129576835,0.5,3,0.1363636363636363,0.1180520875415382,0.2763247171715524,North Wembley,north wembley,0.007380073800738,0.0219762197621976,0.0524685382381413,0.06201299074947175,0.16666666666666669,0.14907837836143598,0.14723724385953493
shepherds bush (central),1,271,14.229000956676233,0.0,0,0.0,0.2391727899224855,0.0717518369767456,Shepherds Bush (Central),shepherds bush (central),0.007380073800738,0.065254430322081,0.0836419753086419,0.1841364178058529,0.16666666666666669,0.5527190330169819,0.14692709332928347
elm park,2,268,13.688691374587735,0.5,3,0.1363636363636363,0.0992970137437304,0.27069819503221,Elm Park,elm park,0.007380073800738,0.0219762197621976,0.0466196456218819,0.06201299074947175,0.16666666666666669,0.07334560499744254,0.1455492872177322
holborn,1,271,14.017165504988384,0.0,0,0.0,0.1843326589877692,0.0552997976963307,Holborn,holborn,0.014760147601476,0.019620019480618,0.103553687428353,0.05536421184906968,0.5,0.8105403472704087,0.14427204523343407
tottenham court road,1,271,14.008391417247504,0.0,0,0.0,0.1820612161451826,0.0546183648435547,Tottenham Court Road,tottenham court road,0.014760147601476,0.018700493089587,0.106650924832743,0.05276947161631191,0.5,0.8506440718197513,0.14277024526122237
white city,1,271,14.182998496651631,0.0,0,0.0,0.2272636363272433,0.068179090898173,White City,white city,0.007380073800738,0.0599927110382215,0.079031787693205,0.16928878009531395,0.16666666666666669,0.4930252898159549,0.1384314506504422
queensbury,2,269,13.980302946235366,0.5,2,0.0909090909090909,0.1747896503341324,0.279709622372967,Queensbury,queensbury,0.007380073800738,0.0147054803881372,0.0824209245742092,0.041496255003999755,0.16666666666666669,0.5369085942546663,0.1379943475472233
tottenham hale,2,269,13.956999389668756,0.5,2,0.0909090909090909,0.1687568069966512,0.2778997693717226,Tottenham Hale,tottenham hale,0.007380073800738,0.0147054803881372,0.0759529147982062,0.041496255003999755,0.16666666666666669,0.45315935305293586,0.13745139164685
gunnersbury,2,269,13.946429562226044,0.5,2,0.0909090909090909,0.1660204816257217,0.2770788717604438,Gunnersbury,gunnersbury,0.007380073800738,0.0147054803881372,0.0733423545331529,0.041496255003999755,0.16666666666666669,0.41935723325392865,0.13720512236346638
shepherds bush market,2,269,13.895577872718194,0.5,2,0.0909090909090909,0.1528559556285749,0.2731295139612997,Shepherds Bush Market,shepherds bush market,0.007380073800738,0.0147054803881372,0.0629354389224338,0.041496255003999755,0.16666666666666669,0.2846061559006152,0.13602031502372314
southfields,2,269,13.880846695888588,0.5,2,0.0909090909090909,0.1490423368045242,0.2719854283140845,Southfields,southfields,0.007380073800738,0.0147054803881372,0.0604505911220165,0.041496255003999755,0.16666666666666669,0.2524317892880559,0.13567708932955858
southgate,2,269,13.870776230372302,0.5,2,0.0909090909090909,0.1464352866479694,0.2712033132671181,Southgate,southgate,0.007380073800738,0.0147054803881372,0.0588618592528236,0.041496255003999755,0.16666666666666669,0.2318605327306584,0.13544245481546863
colindale,2,269,13.865949065083504,0.5,2,0.0909090909090909,0.1451856262423481,0.2708284151454317,Colindale,colindale,0.007380073800738,0.0147054803881372,0.0581295581295581,0.041496255003999755,0.16666666666666669,0.22237853354874623,0.13532998537896274
ickenham,2,269,13.863618709426843,0.5,2,0.0909090909090909,0.1445823419086001,0.2706474298453073,Ickenham,ickenham,0.007380073800738,0.0147054803881372,0.0577825159914712,0.041496255003999755,0.16666666666666669,0.21788495411143058,0.1352756897889254
colliers wood,2,269,13.856461188481385,0.5,2,0.0909090909090909,0.1427293971692307,0.2700915464234965,Colliers Wood,colliers wood,0.007380073800738,0.0147054803881372,0.0567420435510887,0.041496255003999755,0.16666666666666669,0.20441268359992928,0.13510892476238218
woodside park,2,269,13.845974588026412,0.5,2,0.0909090909090909,0.1400146176673644,0.2692771125729366,Woodside Park,woodside park,0.007380073800738,0.0147054803881372,0.0552835577315381,0.041496255003999755,0.16666666666666669,0.18552788210441737,0.1348645946072142
south ruislip,2,269,13.831493092160018,0.5,2,0.0909090909090909,0.1362656364505008,0.2681524182078775,South Ruislip,south ruislip,0.007380073800738,0.0147054803881372,0.0533884948778565,0.041496255003999755,0.16666666666666669,0.1609901832570453,0.13452718629769644
debden,2,269,13.814681240636965,0.5,2,0.0909090909090909,0.1319133708998887,0.2668467385426939,Debden,debden,0.007380073800738,0.0147054803881372,0.0513452065176203,0.041496255003999755,0.16666666666666669,0.1345332273073191,0.13413548239814138
south kenton,2,269,13.801947511513069,0.5,2,0.0909090909090909,0.1286168529333366,0.2658577831527283,South Kenton,south kenton,0.007380073800738,0.0147054803881372,0.0498987295157429,0.041496255003999755,0.16666666666666669,0.11580391867633445,0.1338387957811517
piccadilly circus,1,271,14.004400710673773,0.0,0,0.0,0.1810280988398317,0.0543084296519495,Piccadilly Circus,piccadilly circus,0.014760147601476,0.012078970260602,0.1084,0.03408470970618614,0.5,0.8732914893617028,0.13333488374867794
pimlico,1,271,14.089244225775593,0.0,0,0.0,0.2029924557974268,0.060897736739228,Pimlico,pimlico,0.007380073800738,0.057673910072434,0.1012327231976092,0.1627455354246087,0.16666666666666669,0.7804879818732015,0.1329754220674061
hornchurch,2,269,13.748016423458914,0.5,2,0.0909090909090909,0.1146551297808795,0.2616692662069911,Hornchurch,hornchurch,0.007380073800738,0.0147054803881372,0.0445797006086527,0.041496255003999755,0.16666666666666669,0.04693193945459679,0.13258224069743055
willesden green,1,271,13.996993303266366,0.0,0,0.0,0.1791104632935987,0.0537331389880796,Willesden Green,willesden green,0.014760147601476,0.0110245546899913,0.0970978144034396,0.031109336155414842,0.5,0.7269482554437734,0.1316746097741313
east acton,1,271,14.151045510455104,0.0,0,0.0,0.2189916217385098,0.0656974865215529,East Acton,east acton,0.007380073800738,0.0551819962644071,0.0750484630296316,0.15571379704567834,0.16666666666666669,0.4414483087062318,0.1308994778126384
hyde park corner,1,271,14.008309416427496,0.0,0,0.0,0.1820399877074015,0.0546119963122204,Hyde Park Corner,hyde park corner,0.007380073800738,0.0575323393445574,0.1098500202675314,0.16234604796347085,0.16666666666666669,0.8920666769910465,0.1308899562087349
vauxhall,1,271,14.068908022413558,0.0,0,0.0,0.1977278032276941,0.0593183409683082,Vauxhall,vauxhall,0.007380073800738,0.05292241811307,0.0949544498948843,0.14933766864357664,0.16666666666666669,0.6991954910808917,0.12579766994561412
knightsbridge,1,271,13.996774634413011,0.0,0,0.0,0.1790538541261822,0.0537161562378546,Knightsbridge,knightsbridge,0.007380073800738,0.0536600783997258,0.1033562166285278,0.1514192150163212,0.16666666666666669,0.807983451066229,0.1251577877128503
leicester square,1,271,13.996009293426267,0.0,0,0.0,0.1788557220402243,0.0536567166120673,Leicester Square,leicester square,0.014760147601476,0.0057032004182475,0.1016885553470919,0.016093419096014663,0.5,0.7863901987771036,0.12414372453162753
nine elms,2,270,13.998155032355776,0.5,1,0.0454545454545454,0.1794112126481861,0.2674597274308195,Nine Elms,nine elms,0.007380073800738,0.007380073800738,0.0905143620574482,0.020825258087509173,0.16666666666666669,0.6417042379547874,0.12398388060633378
marble arch,1,271,14.068990023233566,0.0,0,0.0,0.1977490316654752,0.0593247094996425,Marble Arch,marble arch,0.007380073800738,0.0512026786934536,0.1084867894315452,0.14448486930528368,0.16666666666666669,0.8744152583861726,0.12337318083586793
canons park,2,270,13.967203634861628,0.5,1,0.0454545454545454,0.1713984901427356,0.2650559106791843,Canons Park,canons park,0.007380073800738,0.007380073800738,0.0762092238470191,0.020825258087509173,0.16666666666666669,0.4564781001010398,0.12326273558084322
blackhorse road,2,270,13.951783009775577,0.5,1,0.0454545454545454,0.167406386403365,0.2638582795573732,Blackhorse Road,blackhorse road,0.007380073800738,0.007380073800738,0.0706465067778936,0.020825258087509173,0.16666666666666669,0.38445079190376175,0.12290344624429989
kew gardens,2,270,13.94478865482583,0.5,1,0.0454545454545454,0.1655956822072935,0.2633150682985517,Kew Gardens,kew gardens,0.007380073800738,0.007380073800738,0.0683825384809487,0.020825258087509173,0.16666666666666669,0.3551364226402264,0.12274048286665344
goldhawk road,2,270,13.91113864794162,0.5,1,0.0454545454545454,0.1568843415474527,0.2607016661005994,Goldhawk Road,goldhawk road,0.007380073800738,0.007380073800738,0.0592479230432881,0.020825258087509173,0.16666666666666669,0.23685937327459566,0.12195646220726775
wimbledon park,2,270,13.901390609940796,0.5,1,0.0454545454545454,0.1543607616836365,0.2599445921414546,Wimbledon Park,wimbledon park,0.007380073800738,0.007380073800738,0.0570406230267312,0.020825258087509173,0.16666666666666669,0.20827875761488268,0.1217293400195243
croxley,2,270,13.897535453669285,0.5,1,0.0454545454545454,0.153362735748794,0.2596451843610018,Croxley,croxley,0.007380073800738,0.007380073800738,0.0562124040655465,0.020825258087509173,0.16666666666666669,0.19755479275548388,0.12163951768538847
oakwood,2,270,13.89472669695718,0.5,1,0.0454545454545454,0.1526356025676943,0.2594270444066719,Oakwood,oakwood,0.007380073800738,0.007380073800738,0.055623973727422,0.020825258087509173,0.16666666666666669,0.18993566476640122,0.1215740756990895
burnt oak,2,270,13.891532424617926,0.5,1,0.0454545454545454,0.1518086667931104,0.2591789636742967,Burnt Oak,burnt oak,0.007380073800738,0.007380073800738,0.0549695740365111,0.020825258087509173,0.16666666666666669,0.18146235080207038,0.12149965147937694
hillingdon,2,270,13.88999036210932,0.5,1,0.0454545454545454,0.1514094564191733,0.2590592005621157,Hillingdon,hillingdon,0.007380073800738,0.007380073800738,0.0546591367486889,0.020825258087509173,0.16666666666666669,0.17744273917558656,0.12146372254572263
south wimbledon,2,270,13.885254027261462,0.5,1,0.0454545454545454,0.1501833102706524,0.2586913567175594,South Wimbledon,south wimbledon,0.007380073800738,0.007380073800738,0.0537272006344171,0.020825258087509173,0.16666666666666669,0.16537582135670473,0.12135336939235575
totteridge and whetstone,2,270,13.87831474597274,0.5,1,0.0454545454545454,0.1483868635879358,0.2581524227127444,Totteridge And Whetstone,totteridge and whetstone,0.007380073800738,0.007380073800738,0.0524177949709864,0.020825258087509173,0.16666666666666669,0.1484213431577963,0.12119168919091125
ruislip gardens,2,270,13.868731928954976,0.5,1,0.0454545454545454,0.145906056264184,0.2574081805156188,Ruislip Gardens,ruislip gardens,0.007380073800738,0.007380073800738,0.0507110778443113,0.020825258087509173,0.16666666666666669,0.12632238702520882,0.12096841653177356
theydon bois,2,270,13.85760704942861,0.5,1,0.0454545454545454,0.1430260385664952,0.2565441752063122,Theydon Bois,theydon bois,0.007380073800738,0.007380073800738,0.0488640461593941,0.020825258087509173,0.16666666666666669,0.10240660652325655,0.12070921493898158
kenton,2,270,13.849180779292304,0.5,1,0.0454545454545454,0.1408446390231966,0.2558897553433226,Kenton,kenton,0.007380073800738,0.007380073800738,0.0475522021407264,0.020825258087509173,0.16666666666666669,0.08542055595387375,0.1205128889800847
upminster bridge,2,270,13.813493046950295,0.5,1,0.0454545454545454,0.1316057703692246,0.253118094747131,Upminster Bridge,upminster bridge,0.007380073800738,0.007380073800738,0.0426973373247203,0.020825258087509173,0.16666666666666669,0.022558677484551384,0.11968139080122722
lancaster gate,1,271,14.047232472324724,0.0,0,0.0,0.1921164195075351,0.0576349258522605,Lancaster Gate,lancaster gate,0.007380073800738,0.0472529725297253,0.1025349981082103,0.13333949969919082,0.16666666666666669,0.7973501294852126,0.1172935609386069
queensway,1,271,14.039852398523983,0.0,0,0.0,0.190205860107229,0.0570617580321687,Queensway,queensway,0.007380073800738,0.0440822741560749,0.0982239942007973,0.12439235178011279,0.16666666666666669,0.7415302840355283,0.11264803663304035
south harrow,1,271,14.150444171108376,0.0,0,0.0,0.2188359465281145,0.0656507839584343,South Harrow,south harrow,0.007380073800738,0.0397027578741395,0.0712595319484617,0.11203413432426122,0.16666666666666669,0.39238837929936504,0.10904563568299423
aldgate east,1,271,13.997922645893125,0.0,0,0.0,0.1793510522551184,0.0538053156765355,Aldgate East,aldgate east,0.011070110701107,0.0185294519611862,0.091554054054054,0.05228682391674971,0.3333333333333333,0.6551664031052327,0.10895167332800218
farringdon,1,271,13.999835998359984,0.0,0,0.0,0.179846382470013,0.0539539147410038,Farringdon,farringdon,0.007380073800738,0.0416552776638877,0.1017649267743146,0.11754379854176664,0.16666666666666669,0.787379073145093,0.1082914070265178
angel,1,271,13.999835998359984,0.0,0,0.0,0.179846382470013,0.0539539147410038,Angel,angel,0.007380073800738,0.0416552776638877,0.1017649267743146,0.11754379854176664,0.16666666666666669,0.787379073145093,0.1082914070265178
wanstead,1,271,14.16673500068334,0.0,0,0.0,0.2230533295006426,0.0669159988501928,Wanstead,wanstead,0.007380073800738,0.0388683886838868,0.06775,0.10967969259421496,0.16666666666666669,0.34694617252543986,0.10824797928549867
barbican,1,271,13.995817958179584,0.0,0,0.0,0.1788061890187352,0.0536418567056205,Barbican,barbican,0.007380073800738,0.0401337068926244,0.0995591476855253,0.1132501959484159,0.16666666666666669,0.7588181507992233,0.10605098831922743
old street,1,271,13.995817958179584,0.0,0,0.0,0.1788061890187352,0.0536418567056205,Old Street,old street,0.007380073800738,0.0401337068926244,0.0995591476855253,0.1132501959484159,0.16666666666666669,0.7588181507992233,0.10605098831922743
north ealing,1,271,14.141560748940822,0.0,0,0.0,0.21653619910182,0.064960859730546,North Ealing,north ealing,0.007380073800738,0.036184445442338,0.0683652875882946,0.10210608124470646,0.16666666666666669,0.3549130542131727,0.10387463187485037
sudbury hill,1,271,14.1216618832855,0.0,0,0.0,0.2113847648669202,0.063415429460076,Sudbury Hill,sudbury hill,0.007380073800738,0.0353111584025893,0.0683652875882946,0.09964182025243495,0.16666666666666669,0.3549130542131727,0.10217887229757361
tower hill,1,271,13.996282629492962,0.0,0,0.0,0.178926483499495,0.0536779450498485,Tower Hill,tower hill,0.011070110701107,0.0100824563801192,0.0841876359117738,0.02845090197486088,0.3333333333333333,0.5597843688851377,0.09699550116905166
park royal,1,271,14.116331829984968,0.0,0,0.0,0.2100049164111435,0.063001474923343,Park Royal,park royal,0.007380073800738,0.0316630113391081,0.0656015492616799,0.08934739689171092,0.16666666666666669,0.319127550518842,0.0969074742561917
redbridge,1,271,14.089982233155665,0.0,0,0.0,0.2031835117374573,0.0609550535212372,Redbridge,redbridge,0.007380073800738,0.0318163181631816,0.0636449037106622,0.08978000153281733,0.16666666666666669,0.2937924650948156,0.09650985015611316
sudbury town,1,271,14.106382397157304,0.0,0,0.0,0.2074291992936934,0.062228759788108,Sudbury Town,sudbury town,0.007380073800738,0.0312612290144065,0.0657926681233309,0.08821363849947457,0.16666666666666669,0.32160220040295234,0.09610878051950303
alperton,1,271,14.104605712723794,0.0,0,0.0,0.2069692498084347,0.0620907749425304,Alperton,alperton,0.007380073800738,0.0295612956129561,0.0641268338854709,0.08341672822830062,0.16666666666666669,0.30003260508381047,0.09366892993024277
charing cross,1,271,13.9976766434331,0.0,0,0.0,0.179287366941775,0.0537862100825325,Charing Cross,charing cross,0.011070110701107,0.0067643843105097,0.103831417624521,0.019087891648912156,0.3333333333333333,0.8141364601387246,0.09234647551588249
oval,1,271,14.05414787481208,0.0,0,0.0,0.1939066844270814,0.0581720053281244,Oval,oval,0.007380073800738,0.0284315065372875,0.0925546448087431,0.08022866402724965,0.16666666666666669,0.6681222766058544,0.09089926694539549
st. jamess park,1,271,13.995817958179584,0.0,0,0.0,0.1788061890187352,0.0536418567056205,St. Jamess Park,st. jamess park,0.007380073800738,0.0281809484761514,0.1057354662504877,0.07952163366008132,0.16666666666666669,0.838790508780941,0.08918670717506015
elephant and castle,1,271,13.98537652043187,0.0,0,0.0,0.1761031012745979,0.0528309303823793,Elephant And Castle,elephant and castle,0.011070110701107,0.0035647578698009,0.0909395973154362,0.010059113860170278,0.3333333333333333,0.6472102794454551,0.08754550271146559
gants hill,1,271,14.0273336066694,0.0,0,0.0,0.1869649852726353,0.0560894955817906,Gants Hill,gants hill,0.007380073800738,0.0247642476424764,0.0600088573959256,0.06988031047141967,0.16666666666666669,0.24671212193217446,0.08510033724358035
regents park,1,271,13.998059313926472,0.0,0,0.0,0.1793864329847538,0.0538159298954261,Regents Park,regents park,0.007380073800738,0.0233041774862193,0.1092301491334139,0.06576025169546497,0.16666666666666669,0.8840404465240175,0.08235823814969366
bermondsey,1,271,14.052589859231926,0.0,0,0.0,0.1935033441092391,0.0580510032327717,Bermondsey,bermondsey,0.007380073800738,0.0223547902145688,0.088475350963108,0.06308124935877549,0.16666666666666669,0.6153026650031724,0.0822892589825526
temple,1,271,14.048353150198167,0.0,0,0.0,0.1924065414905448,0.0577219624471634,Temple,temple,0.007380073800738,0.0190369459250147,0.0954897815362931,0.053718881787705515,0.16666666666666669,0.7061270852361141,0.07750936296133512
roding valley,1,271,13.983709170425035,0.0,0,0.0,0.1756714563730471,0.0527014369119141,Roding Valley,roding valley,0.007380073800738,0.0185321853218532,0.0571247892074198,0.05229453697530081,0.16666666666666669,0.20936856019892794,0.07529103289455798
newbury park,1,271,13.978789121224546,0.0,0,0.0,0.1743977501061765,0.0523193250318529,Newbury Park,newbury park,0.007380073800738,0.0177805111384447,0.0567658148303309,0.05017344587379524,0.16666666666666669,0.20472047945489455,0.07411585377978683
canada water,1,271,14.012655459887933,0.0,0,0.0,0.1831650949098042,0.0549495284729412,Canada Water,canada water,0.007380073800738,0.0168151792629037,0.0832309582309582,0.047449450695558636,0.16666666666666669,0.5473970917136969,0.07354291722299502
west acton,1,271,14.027306273062733,0.0,0,0.0,0.1869579091267084,0.0560873727380125,West Acton,west acton,0.007380073800738,0.0161860507493963,0.0690973992860785,0.04567416171908628,0.16666666666666669,0.3643926006714654,0.07299662601428022
ealing broadway,1,271,14.031761650949845,0.0,0,0.0,0.1881113209128192,0.0564333962738457,Ealing Broadway,ealing broadway,0.007380073800738,0.0157259350371281,0.0685728744939271,0.044375796863013274,0.16666666666666669,0.3576009360241492,0.07245125064699368
southwark,1,271,13.990788574552411,0.0,0,0.0,0.1775041781681561,0.0532512534504468,Southwark,southwark,0.007380073800738,0.0130458749031934,0.0986530760829996,0.03681314295382699,0.16666666666666669,0.7470861324792298,0.06771528084538087
blackfriars,1,271,14.009402760694272,0.0,0,0.0,0.1823230335444839,0.0546969100633451,Blackfriars,blackfriars,0.007380073800738,0.0119848754043096,0.087532299741602,0.033819190726308145,0.16666666666666669,0.6030918262829656,0.06665200171549095
canary wharf,1,271,13.986934536012027,0.0,0,0.0,0.1765064415924406,0.0529519324777321,Canary Wharf,canary wharf,0.007380073800738,0.0116172383946061,0.0786419036564132,0.03278178435120795,0.16666666666666669,0.4879769838657807,0.06560980525225694
chigwell,1,271,13.94762880962143,0.0,0,0.0,0.1663309437493278,0.0498992831247983,Chigwell,chigwell,0.007380073800738,0.011480114801148,0.0541783286685325,0.03239484591390315,0.16666666666666669,0.17121712831980904,0.0645005412277244
caledonian road,1,271,14.00273336066694,0.0,0,0.0,0.1805964539382815,0.0541789361814844,Caledonian Road,caledonian road,0.007380073800738,0.0104687713543802,0.0960992907801418,0.029541014250059307,0.16666666666666669,0.7140191476240151,0.06435752131280831
chancery lane,1,271,14.001093344266776,0.0,0,0.0,0.1801718851826576,0.0540515655547972,Chancery Lane,chancery lane,0.007380073800738,0.0101457792355701,0.0993037742762916,0.028629587831291093,0.16666666666666669,0.7555115186222325,0.06386359691541804
barkingside,1,271,13.9443487768211,0.0,0,0.0,0.1654818062380806,0.0496445418714241,Barkingside,barkingside,0.007380073800738,0.01093344266776,0.0539625647152528,0.030852234203717292,0.16666666666666669,0.1684233682619776,0.06365281299661922
st. pauls,1,271,14.00541205412054,0.0,0,0.0,0.181289916239133,0.0543869748717399,St. Pauls,st. pauls,0.007380073800738,0.0094870393148376,0.0973070017953321,0.026770740720517237,0.16666666666666669,0.7296568607097956,0.06303479615511393
aldgate,1,271,13.984857181905152,0.0,0,0.0,0.1759686545019838,0.0527905963505951,Aldgate,aldgate,0.007380073800738,0.0076843879549906,0.0914304993252361,0.02168397860617915,0.16666666666666669,0.653566588766087,0.06001250154160145
russell square,1,271,14.000956676233429,0.0,0,0.0,0.1801365044530223,0.0540409513359066,Russell Square,russell square,0.007380073800738,0.0071686939091613,0.0995225853837679,0.02022878155957062,0.16666666666666669,0.7583447339160065,0.059660009513890624
north greenwich,1,271,13.97542708760421,0.0,0,0.0,0.1735273841571482,0.0520582152471444,North Greenwich,north greenwich,0.007380073800738,0.0065459432372101,0.0745734727572922,0.018471489719717116,0.16666666666666669,0.435298028130866,0.05818654276733522
mansion house,1,271,13.984720513871803,0.0,0,0.0,0.1759332737723484,0.0527799821317045,Mansion House,mansion house,0.007380073800738,0.0063687303539701,0.0818236714975845,0.01797142642366504,0.16666666666666669,0.529175227468751,0.05815304118467721
bow road,1,271,13.981112477791443,0.0,0,0.0,0.1749992225099767,0.052499766752993,Bow Road,bow road,0.007380073800738,0.0063140631406314,0.0813325330132052,0.017817165252646736,0.16666666666666669,0.5228158562222293,0.0579918459855546
marylebone,1,271,14.000765340986744,0.0,0,0.0,0.1800869714315331,0.0540260914294599,Marylebone,marylebone,0.007380073800738,0.005193385267186,0.1054064566316608,0.014654811246765712,0.16666666666666669,0.8345304184472726,0.05686856638555417
whitechapel,1,271,13.980073800738008,0.0,0,0.0,0.1747303289647481,0.0524190986894244,Whitechapel,whitechapel,0.007380073800738,0.0051414514145141,0.086031746031746,0.014508263134297943,0.16666666666666669,0.5836623203089439,0.05631319450730963
canning town,1,271,13.97813311466448,0.0,0,0.0,0.1742279226039271,0.0522683767811781,Canning Town,canning town,0.007380073800738,0.0044931893763382,0.072017007706617,0.01267898274796931,0.16666666666666669,0.40219634529990717,0.05535333774167142
monument,1,271,13.978160448271147,0.0,0,0.0,0.174234998749854,0.0522704996249562,Monument,monument,0.007380073800738,0.0042672315612044,0.0779407535231521,0.012041369907758887,0.16666666666666669,0.4788983346888779,0.055035168174699646
lambeth north,1,271,13.99051523848572,0.0,0,0.0,0.1774334167088854,0.0532300250126656,Lambeth North,lambeth north,0.007380073800738,0.003973623069564,0.0982952484584693,0.011212858868413434,0.16666666666666669,0.7424529001445148,0.05490877027133974
