station_removed,num_components,largest_component_size,avg_shortest_path,components_norm,largest_component_loss,largest_component_loss_norm,avg_shortest_path_norm,failure_impact_score,station_display
stanmore,1,271,13.96129561295613,0.0,0,0.0,0.16986901671285812,0.05096070501385743,Stanmore
walthamstow central,1,271,13.953642203088698,0.0,0,0.0,0.16788769585328128,0.050366308755984385,Walthamstow Central
richmond,1,271,13.950170835041684,0.0,0,0.0,0.16698902532054447,0.05009670759616334,Richmond
chigwell,1,271,13.94762880962143,0.0,0,0.0,0.16633094374932783,0.04989928312479835,Chigwell
barkingside,1,271,13.944348776821101,0.0,0,0.0,0.16548180623808062,0.04964454187142418,Barkingside
mill hill east,1,271,13.9389913899139,0.0,0,0.0,0.16409488163637706,0.049228464490913115,Mill Hill East
hammersmith (handc line),1,271,13.93347000136668,0.0,0,0.0,0.1626655001591108,0.04879965004773324,Hammersmith (Handc Line)
wimbledon,1,271,13.928631952986196,0.0,0,0.0,0.16141302233002086,0.04842390669900626,Wimbledon
watford,1,271,13.926718600519338,0.0,0,0.0,0.16091769211512677,0.04827530763453803,Watford
grange hill,1,271,13.925652589859231,0.0,0,0.0,0.16064172242397126,0.048192516727191374,Grange Hill
cockfosters,1,271,13.9253245865792,0.0,0,0.0,0.16055680867284677,0.04816704260185403,Cockfosters
fairlop,1,271,13.924012573459068,0.0,0,0.0,0.16021715366834788,0.048065146100504365,Fairlop
edgware,1,271,13.923739237392374,0.0,0,0.0,0.16014639220907717,0.04804391766272315,Edgware
uxbridge,1,271,13.922973896405631,0.0,0,0.0,0.15994826012311972,0.04798447803693592,Uxbridge
morden,1,271,13.920623206232062,0.0,0,0.0,0.1593397115733922,0.047801913472017656,Morden
hainault,1,271,13.917780511138444,0.0,0,0.0,0.15860379239697794,0.047581137719093385,Hainault
high barnet,1,271,13.917179171791718,0.0,0,0.0,0.15844811718658275,0.04753443515597482,High Barnet
west ruislip,1,271,13.912423124231243,0.0,0,0.0,0.15721686779527438,0.04716506033858232,West Ruislip
amersham,1,271,13.912395790624572,0.0,0,0.0,0.15720979164934704,0.04716293749480411,Amersham
chesham,1,271,13.912395790624572,0.0,0,0.0,0.15720979164934704,0.04716293749480411,Chesham
epping,1,271,13.906901735684023,0.0,0,0.0,0.15578748631800812,0.046736245895402435,Epping
heathrow terminal 4,1,271,13.904168375017084,0.0,0,0.0,0.15507987172530235,0.0465239615175907,Heathrow Terminal 4
harrow and wealdstone,1,271,13.902719693863606,0.0,0,0.0,0.1547048359911681,0.04641145079735043,Harrow And Wealdstone
heathrow terminal 5,1,271,13.896815634823016,0.0,0,0.0,0.15317638847092313,0.045952916541276936,Heathrow Terminal 5
upminster,1,271,13.885007516741833,0.0,0,0.0,0.15011949343043268,0.045035848029129806,Upminster
