Financial Year,Period,Line,Actual KMs in Peak,Scheduled KMs in Peak,Actual KMs in Off Peak,Scheduled KMs in Off Peak,Actual KMs Total,Scheduled KMs Total,Line_clean
2020-21,7,Jubilee,220253.0,227000.0,616124.0,637464.0,836377.0,864464.0,jubilee
2020-21,7,Metropolitan,161905.0,176400.0,441056.0,480490.0,602961.0,656890.0,metropolitan
2020-21,7,Northern,294121.0,303640.0,838189.0,868856.0,1132310.0,1172496.0,northern
2020-21,7,Piccadilly,231592.0,244955.0,687479.0,726904.0,919071.0,971859.0,piccadilly
2020-21,7,Victoria,170787.0,178520.0,416413.0,432304.0,587200.0,610824.0,victoria
2020-21,7,Waterloo & City,,566.0,,726.0,,1292.0,waterloo and city
2020-21,8,Bakerloo,73552.0,76340.0,203930.0,218312.0,277482.0,294652.0,bakerloo
2020-21,8,C&H,62702.0,75580.0,208791.0,254121.0,271493.0,329701.0,candh
2020-21,8,Central,264752.0,276800.0,750094.0,784532.0,1014846.0,1061332.0,central
2020-21,8,District,198183.0,208699.0,515412.0,528003.0,713595.0,736702.0,district
2020-21,8,Jubilee,221198.0,227000.0,619259.0,637464.0,840457.0,864464.0,jubilee
2020-21,8,Metropolitan,167585.0,176513.0,451257.0,483547.0,618842.0,660060.0,metropolitan
2020-21,8,Northern,298551.0,303640.0,834795.0,853980.0,1133346.0,1157620.0,northern
2020-21,8,Piccadilly,225557.0,238300.0,658035.0,718200.0,883592.0,956500.0,piccadilly
2020-21,8,Victoria,162897.0,178520.0,393952.0,432304.0,556849.0,610824.0,victoria
2020-21,8,Waterloo & City,,,,,,,waterloo and city
2020-21,9,Bakerloo,70971.0,76340.0,195599.0,215031.0,266570.0,291371.0,bakerloo
2020-21,9,C&H,62928.0,75580.0,202632.0,239361.0,265560.0,314941.0,candh
2020-21,9,Central,270007.0,276800.0,758601.0,784532.0,1028608.0,1061332.0,central
2020-21,9,District,180499.0,208065.0,492733.0,536888.0,673232.0,744953.0,district
2020-21,9,Jubilee,221475.0,227000.0,625316.0,637464.0,846791.0,864464.0,jubilee
2020-21,9,Metropolitan,169363.0,176580.0,449154.0,483568.0,618517.0,660148.0,metropolitan
2020-21,9,Northern,302019.0,303640.0,777637.0,795283.0,1079656.0,1098923.0,northern
2020-21,9,Piccadilly,224962.0,238300.0,662795.0,718316.0,887757.0,956616.0,piccadilly
2020-21,9,Victoria,166065.0,178520.0,396960.0,432304.0,563025.0,610824.0,victoria
2020-21,10,Bakerloo,57531.0,67662.0,160951.0,198631.0,218482.0,266293.0,bakerloo
2020-21,10,C&H,56318.0,69235.0,185314.0,231431.0,241632.0,300666.0,candh
2020-21,10,Central,227401.0,242957.0,649243.0,689125.0,876644.0,932082.0,central
2020-21,10,District,148347.0,173892.0,446391.0,502166.0,594738.0,676058.0,district
2020-21,10,Jubilee,188252.0,199075.0,524006.0,560357.0,712258.0,759432.0,jubilee
2020-21,10,Metropolitan,136997.0,151410.0,381631.0,438632.0,518628.0,590042.0,metropolitan
2020-21,10,Northern,263590.0,267434.0,761836.0,775667.0,1025426.0,1043101.0,northern
2020-21,10,Piccadilly,180409.0,199044.0,521031.0,592291.0,701440.0,791335.0,piccadilly
2020-21,10,Victoria,131691.0,149438.0,324166.0,367720.0,455857.0,517158.0,victoria
2020-21,11,Bakerloo,67515.0,76340.0,173510.0,199408.0,241025.0,275748.0,bakerloo
2020-21,11,C&H,58559.0,75569.0,176205.0,247964.0,234764.0,323533.0,candh
2020-21,11,Central,254173.0,276800.0,688318.0,784646.0,942491.0,1061446.0,central
2020-21,11,District,173993.0,210136.0,495902.0,549357.0,669895.0,759493.0,district
2020-21,11,Jubilee,203339.0,227000.0,517289.0,575313.0,720628.0,802313.0,jubilee
2020-21,11,Metropolitan,165599.0,176220.0,407160.0,455430.0,572759.0,631650.0,metropolitan
2020-21,11,Northern,293644.0,303640.0,823250.0,860694.0,1116894.0,1164334.0,northern
2020-21,11,Piccadilly,225334.0,251751.0,610951.0,711133.0,836285.0,962884.0,piccadilly
2020-21,11,Victoria,157435.0,178520.0,356689.0,432304.0,514124.0,610824.0,victoria
2020-21,12,Bakerloo,56374.0,76340.0,151128.0,218382.0,207502.0,294722.0,bakerloo
2020-21,12,C&H,55006.0,75580.0,147988.0,251689.0,202994.0,327269.0,candh
2020-21,12,Central,254459.0,276800.0,644330.0,740647.0,898789.0,1017447.0,central
2020-21,12,District,176021.0,210106.0,497953.0,559610.0,673974.0,769716.0,district
2020-21,12,Jubilee,202259.0,227000.0,550129.0,622903.0,752388.0,849903.0,jubilee
2020-21,12,Metropolitan,155334.0,176172.0,365231.0,472052.0,520565.0,648224.0,metropolitan
2020-21,12,Northern,288776.0,303640.0,814959.0,862142.0,1103735.0,1165782.0,northern
2020-21,12,Piccadilly,220271.0,252107.0,602885.0,697046.0,823156.0,949153.0,piccadilly
2020-21,12,Victoria,161660.0,178520.0,348470.0,432304.0,510130.0,610824.0,victoria
2020-21,12,Waterloo & City,,,,,,,waterloo and city
2020-21,13,Bakerloo,58568.0,68706.0,138252.0,176969.0,196820.0,245675.0,bakerloo
2020-21,13,C&H,51440.0,68032.0,124002.0,203958.0,175442.0,271990.0,candh
2020-21,13,Central,229256.0,249111.0,598106.0,695482.0,827362.0,944593.0,central
2020-21,13,District,169279.0,188819.0,452657.0,496870.0,621936.0,685689.0,district
2020-21,13,Jubilee,178280.0,204300.0,485961.0,566070.0,664241.0,770370.0,jubilee
2020-21,13,Metropolitan,140699.0,158502.0,313398.0,427955.0,454097.0,586457.0,metropolitan
2020-21,13,Northern,259178.0,273276.0,720022.0,771797.0,979200.0,1045073.0,northern
2020-21,13,Piccadilly,195905.0,226872.0,543992.0,652682.0,739897.0,879554.0,piccadilly
2020-21,13,Victoria,124519.0,160668.0,278347.0,383603.0,402866.0,544271.0,victoria
2020-21,13,Waterloo & City,,,,,,,waterloo and city
2021-22,1,Bakerloo,75407.0,83382.0,210587.0,238717.0,285994.0,322099.0,bakerloo
2021-22,1,C&H,65440.0,83135.0,189744.0,286918.0,255184.0,370053.0,candh
2021-22,1,Central,284785.0,301830.0,747700.0,826854.0,1032485.0,1128684.0,central
2021-22,1,District,216938.0,228132.0,611656.0,650957.0,828594.0,879089.0,district
2021-22,1,Jubilee,234522.0,246800.0,621910.0,677306.0,856432.0,924106.0,jubilee
2021-22,1,Metropolitan,175530.0,189686.0,459707.0,517534.0,635237.0,707220.0,metropolitan
2021-22,1,Northern,310556.0,315144.0,862329.0,883849.0,1172885.0,1198993.0,northern
2021-22,1,Piccadilly,239540.0,263666.0,684676.0,765170.0,924216.0,1028836.0,piccadilly
2021-22,1,Victoria,175843.0,192660.0,386064.0,480699.0,561907.0,673359.0,victoria
2021-22,1,Waterloo & City,,,,,,,waterloo and city
2021-22,2,Bakerloo,69685.0,74616.0,177648.0,195951.0,247333.0,270567.0,bakerloo
2021-22,2,C&H,59599.0,73751.0,189277.0,239029.0,248876.0,312780.0,candh
2021-22,2,Central,254556.0,276800.0,702722.0,784532.0,957278.0,1061332.0,central
2021-22,2,District,193799.0,205027.0,494728.0,517015.0,688527.0,722042.0,district
2021-22,2,Jubilee,207865.0,227000.0,592847.0,637464.0,800712.0,864464.0,jubilee
2021-22,2,Metropolitan,165607.0,174161.0,410417.0,473869.0,576024.0,648030.0,metropolitan
2021-22,2,Northern,295557.0,299353.0,780526.0,806927.0,1076083.0,1106280.0,northern
2021-22,2,Piccadilly,232888.0,250234.0,626759.0,689029.0,859647.0,939263.0,piccadilly
2021-22,2,Victoria,164603.0,176664.0,374467.0,432151.0,539070.0,608815.0,victoria
2021-22,2,Waterloo & City,,,,,,,waterloo and city
2021-22,3,Bakerloo,70312.0,74522.0,181511.0,195525.0,251823.0,270047.0,bakerloo
2021-22,3,C&H,57918.0,72813.0,141929.0,209808.0,199847.0,282621.0,candh
2021-22,3,Central,255035.0,275475.0,711552.0,784207.0,966587.0,1059682.0,central
2021-22,3,District,179932.0,201293.0,447317.0,483869.0,627249.0,685162.0,district
2021-22,3,Jubilee,205883.0,225550.0,578153.0,637936.0,784036.0,863486.0,jubilee
2021-22,3,Metropolitan,156034.0,174177.0,386047.0,476603.0,542081.0,650780.0,metropolitan
2021-22,3,Northern,292511.0,302058.0,805136.0,840749.0,1097647.0,1142807.0,northern
2021-22,3,Piccadilly,229195.0,250224.0,636761.0,732427.0,865956.0,982651.0,piccadilly
2021-22,3,Victoria,169343.0,176664.0,404102.0,432151.0,573445.0,608815.0,victoria
2021-22,3,Waterloo & City,5682.0,6042.0,1459.0,1748.0,7141.0,7790.0,waterloo and city
2021-22,4,Bakerloo,70655.0,74940.0,179288.0,194653.0,249943.0,269593.0,bakerloo
2021-22,4,C&H,57248.0,75580.0,145748.0,237615.0,202996.0,313195.0,candh
2021-22,4,Central,251150.0,276800.0,682293.0,784532.0,933443.0,1061332.0,central
2021-22,4,District,164633.0,209948.0,427740.0,524089.0,592373.0,734037.0,district
2021-22,4,Jubilee,201903.0,227000.0,539630.0,605286.0,741533.0,832286.0,jubilee
2021-22,4,Metropolitan,148080.0,176219.0,355975.0,466002.0,504055.0,642221.0,metropolitan
2021-22,4,Northern,287293.0,303640.0,772670.0,822895.0,1059963.0,1126535.0,northern
2021-22,4,Piccadilly,226318.0,252170.0,611061.0,718118.0,837379.0,970288.0,piccadilly
2021-22,4,Victoria,162342.0,178520.0,387740.0,432304.0,550082.0,610824.0,victoria
2021-22,4,Waterloo & City,6274.0,6360.0,1801.0,1840.0,8075.0,8200.0,waterloo and city
2021-22,5,Bakerloo,68230.0,74940.0,174802.0,192151.0,243032.0,267091.0,bakerloo
2021-22,5,C&H,60273.0,74788.0,155249.0,249030.0,215522.0,323818.0,candh
2021-22,5,Central,248532.0,276800.0,680295.0,784604.0,928827.0,1061404.0,central
2021-22,5,District,138023.0,158222.0,350762.0,397131.0,488785.0,555353.0,district
2021-22,5,Jubilee,213670.0,227000.0,573845.0,637464.0,787515.0,864464.0,jubilee
2021-22,5,Metropolitan,107328.0,176261.0,292465.0,483095.0,399793.0,659356.0,metropolitan
2021-22,5,Northern,292009.0,303640.0,763090.0,806258.0,1055099.0,1109898.0,northern
2021-22,5,Piccadilly,222724.0,252280.0,597858.0,721754.0,820582.0,974034.0,piccadilly
2021-22,5,Victoria,137255.0,178520.0,323424.0,432304.0,460679.0,610824.0,victoria
2021-22,5,Waterloo & City,6254.0,6360.0,1733.0,1840.0,7987.0,8200.0,waterloo and city
2021-22,6,Bakerloo,69266.0,74541.0,175564.0,195500.0,244830.0,270041.0,bakerloo
2021-22,6,C&H,63060.0,75491.0,202719.0,261053.0,265779.0,336544.0,candh
2021-22,6,Central,248577.0,275475.0,662096.0,784207.0,910673.0,1059682.0,central
2021-22,6,District,178398.0,208536.0,490956.0,545430.0,669354.0,753966.0,district
2021-22,6,Jubilee,213068.0,225550.0,539228.0,580977.0,752296.0,806527.0,jubilee
2021-22,6,Metropolitan,156135.0,174736.0,394898.0,465139.0,551033.0,639875.0,metropolitan
2021-22,6,Northern,290493.0,302058.0,766443.0,802611.0,1056936.0,1104669.0,northern
2021-22,6,Piccadilly,207400.0,245160.0,547415.0,657349.0,754815.0,902509.0,piccadilly
2021-22,6,Victoria,148374.0,176664.0,356174.0,432151.0,504548.0,608815.0,victoria
2021-22,6,Waterloo & City,6023.0,6042.0,1726.0,1748.0,7749.0,7790.0,waterloo and city
2021-22,7,Bakerloo,69218.0,75075.0,177942.0,194651.0,247160.0,269726.0,bakerloo
2021-22,7,C&H,67607.0,75220.0,223603.0,261198.0,291210.0,336418.0,candh
2021-22,7,Central,256149.0,276800.0,633944.0,709482.0,890093.0,986282.0,central
2021-22,7,District,188925.0,209671.0,533123.0,576922.0,722048.0,786593.0,district
2021-22,7,Jubilee,205243.0,227090.0,558245.0,627660.0,763488.0,854750.0,jubilee
2021-22,7,Metropolitan,164699.0,179180.0,426215.0,473330.0,590914.0,652510.0,metropolitan
2021-22,7,Northern,288205.0,310920.0,785031.0,858131.0,1073236.0,1169051.0,northern
2021-22,7,Piccadilly,217875.0,245755.0,599894.0,700655.0,817769.0,946410.0,piccadilly
2021-22,7,Victoria,161917.0,178520.0,380496.0,432304.0,542413.0,610824.0,victoria
2021-22,7,Waterloo & City,6348.0,6360.0,1792.0,1840.0,8140.0,8200.0,waterloo and city
2021-22,8,Bakerloo,69090.0,74958.0,159507.0,187768.0,228597.0,262726.0,bakerloo
2021-22,8,C&H,68871.0,75218.0,221499.0,254081.0,290370.0,329299.0,candh
2021-22,8,Central,262739.0,276800.0,726857.0,784532.0,989596.0,1061332.0,central
2021-22,8,District,193270.0,209743.0,545196.0,575998.0,738466.0,785741.0,district
2021-22,8,Jubilee,209917.0,227180.0,575460.0,617856.0,785377.0,845036.0,jubilee
2021-22,8,Metropolitan,154797.0,179217.0,402708.0,474523.0,557505.0,653740.0,metropolitan
2021-22,8,Northern,288970.0,310675.0,801711.0,857685.0,1090681.0,1168360.0,northern
2021-22,8,Piccadilly,215530.0,238605.0,613911.0,690384.0,829441.0,928989.0,piccadilly
2021-22,8,Victoria,153887.0,178520.0,363901.0,432304.0,517788.0,610824.0,victoria
2021-22,8,Waterloo & City,6329.0,6360.0,1787.0,1840.0,8116.0,8200.0,waterloo and city
2021-22,9,Bakerloo,66422.0,73915.0,168655.0,192937.0,235077.0,266852.0,bakerloo
2021-22,9,C&H,68200.0,75220.0,224835.0,265298.0,293035.0,340518.0,candh
2021-22,9,Central,240519.0,276800.0,673761.0,794606.0,914280.0,1071406.0,central
2021-22,9,District,194164.0,208409.0,563060.0,600578.0,757224.0,808987.0,district
2021-22,9,Jubilee,195603.0,227180.0,541543.0,617844.0,737146.0,845024.0,jubilee
2021-22,9,Metropolitan,166954.0,179240.0,415486.0,462327.0,582440.0,641567.0,metropolitan
2021-22,9,Northern,272824.0,310920.0,757812.0,858242.0,1030636.0,1169162.0,northern
2021-22,9,Piccadilly,198395.0,238620.0,596315.0,716170.0,794710.0,954790.0,piccadilly
2021-22,9,Victoria,152656.0,178520.0,377910.0,439174.0,530566.0,617694.0,victoria
2021-22,9,Waterloo & City,7720.0,8880.0,9479.0,11020.0,17199.0,19900.0,waterloo and city
2021-22,10,Bakerloo,56426.0,67330.0,143479.0,171024.0,199905.0,238354.0,bakerloo
2021-22,10,C&H,59912.0,74680.0,190450.0,238127.0,250362.0,312807.0,candh
2021-22,10,Central,231804.0,264022.0,591939.0,719602.0,823743.0,983624.0,central
2021-22,10,District,182200.0,197901.0,450305.0,485995.0,632505.0,683896.0,district
2021-22,10,Jubilee,183337.0,207930.0,455028.0,548321.0,638365.0,756251.0,jubilee
2021-22,10,Metropolitan,153561.0,160377.0,391458.0,431708.0,545019.0,592085.0,metropolitan
2021-22,10,Northern,266248.0,295182.0,682291.0,790983.0,948539.0,1086165.0,northern
2021-22,10,Piccadilly,176045.0,202008.0,464550.0,585401.0,640595.0,787409.0,piccadilly
2021-22,10,Victoria,133045.0,163909.0,312441.0,392805.0,445486.0,556714.0,victoria
2021-22,10,Waterloo & City,3827.0,8082.0,5414.0,11740.0,9241.0,19822.0,waterloo and city
2021-22,11,Bakerloo,67754.0,71193.0,175266.0,188651.0,243020.0,259844.0,bakerloo
2021-22,11,C&H,68677.0,71459.0,228276.0,249649.0,296953.0,321108.0,candh
2021-22,11,Central,243487.0,262960.0,687868.0,773149.0,931355.0,1036109.0,central
2021-22,11,District,188193.0,199242.0,514271.0,538366.0,702464.0,737608.0,district
2021-22,11,Jubilee,197487.0,215821.0,545936.0,598046.0,743423.0,813867.0,jubilee
2021-22,11,Metropolitan,161961.0,170194.0,424326.0,459886.0,586287.0,630080.0,metropolitan
2021-22,11,Northern,255809.0,280842.0,683174.0,742974.0,938983.0,1023816.0,northern
2021-22,11,Piccadilly,216414.0,240678.0,561828.0,638322.0,778242.0,879000.0,piccadilly
2021-22,11,Victoria,150994.0,169594.0,378664.0,427960.0,529658.0,597554.0,victoria
2021-22,11,Waterloo & City,6649.0,6882.0,4563.0,4808.0,11212.0,11690.0,waterloo and city
2021-22,12,Bakerloo,56916.0,74940.0,155513.0,187796.0,212429.0,262736.0,bakerloo
2021-22,12,C&H,57579.0,75220.0,195890.0,252202.0,253469.0,327422.0,candh
2021-22,12,Central,229877.0,276800.0,646121.0,774101.0,875998.0,1050901.0,central
2021-22,12,District,168801.0,209749.0,508989.0,593508.0,677790.0,803257.0,district
2021-22,12,Jubilee,171029.0,227180.0,510241.0,617856.0,681270.0,845036.0,jubilee
2021-22,12,Metropolitan,146580.0,179120.0,386273.0,458352.0,532853.0,637472.0,metropolitan
2021-22,12,Northern,237389.0,290160.0,667290.0,764776.0,904679.0,1054936.0,northern
2021-22,12,Piccadilly,192941.0,253840.0,585018.0,739608.0,777959.0,993448.0,piccadilly
2021-22,12,Victoria,123357.0,178520.0,319382.0,441888.0,442739.0,620408.0,victoria
2021-22,12,Waterloo & City,7664.0,9720.0,11540.0,14080.0,19204.0,23800.0,waterloo and city
2021-22,13,Bakerloo,65634.0,71193.0,162453.0,178448.0,228087.0,249641.0,bakerloo
2021-22,13,C&H,65576.0,71459.0,206669.0,236270.0,272245.0,307729.0,candh
2021-22,13,Central,237663.0,262960.0,632762.0,714991.0,870425.0,977951.0,central
2021-22,13,District,181619.0,199272.0,484117.0,531787.0,665736.0,731059.0,district
2021-22,13,Jubilee,190268.0,215821.0,511164.0,568703.0,701432.0,784524.0,jubilee
2021-22,13,Metropolitan,160437.0,170179.0,410755.0,446658.0,571192.0,616837.0,metropolitan
2021-22,13,Northern,261182.0,275652.0,658614.0,704700.0,919796.0,980352.0,northern
2021-22,13,Piccadilly,213842.0,241148.0,565348.0,656720.0,779190.0,897868.0,piccadilly
2021-22,13,Victoria,127635.0,169594.0,306440.0,405105.0,434075.0,574699.0,victoria
2021-22,13,Waterloo & City,9028.0,9234.0,12880.0,13376.0,21908.0,22610.0,waterloo and city
2022-23,1,Bakerloo,72960.0,77851.0,190001.0,204502.0,262961.0,282353.0,bakerloo
2022-23,1,C&H,64454.0,75359.0,214567.0,261380.0,279021.0,336739.0,candh
2022-23,1,Central,249861.0,287990.0,712864.0,846179.0,962725.0,1134169.0,central
2022-23,1,District,191982.0,210925.0,532440.0,607538.0,724422.0,818463.0,district
2022-23,1,Jubilee,214036.0,234589.0,605498.0,667307.0,819534.0,901896.0,jubilee
2022-23,1,Metropolitan,117805.0,183658.0,376088.0,512005.0,493893.0,695663.0,metropolitan
2022-23,1,Northern,280973.0,292844.0,745257.0,777276.0,1026230.0,1070120.0,northern
2022-23,1,Piccadilly,232301.0,252851.0,674561.0,745503.0,906862.0,998354.0,piccadilly
2022-23,1,Victoria,154162.0,183727.0,397120.0,478187.0,551282.0,661914.0,victoria
2022-23,1,Waterloo & City,8884.0,9234.0,12995.0,13376.0,21879.0,22610.0,waterloo and city
2022-23,2,Bakerloo,66305.0,74183.0,171127.0,193834.0,237432.0,268017.0,bakerloo
2022-23,2,C&H,68938.0,73409.0,216404.0,233908.0,285342.0,307317.0,candh
2022-23,2,Central,249615.0,275475.0,705579.0,798525.0,955194.0,1074000.0,central
2022-23,2,District,187495.0,204209.0,506738.0,541068.0,694233.0,745277.0,district
2022-23,2,Jubilee,204822.0,225205.0,583848.0,624822.0,788670.0,850027.0,jubilee
2022-23,2,Metropolitan,167104.0,176916.0,461338.0,484255.0,628442.0,661171.0,metropolitan
2022-23,2,Northern,290547.0,297472.0,769863.0,780815.0,1060410.0,1078287.0,northern
2022-23,2,Piccadilly,238572.0,251978.0,664141.0,710054.0,902713.0,962032.0,piccadilly
2022-23,2,Victoria,160403.0,176664.0,396341.0,441735.0,556744.0,618399.0,victoria
2022-23,2,Waterloo & City,8803.0,9234.0,12788.0,13376.0,21591.0,22610.0,waterloo and city
2022-23,3,Bakerloo,56399.0,74104.0,158428.0,196600.0,214827.0,270704.0,bakerloo
2022-23,3,C&H,54916.0,75254.0,193353.0,254400.0,248269.0,329654.0,candh
2022-23,3,Central,225218.0,274150.0,666202.0,798328.0,891420.0,1072478.0,central
2022-23,3,District,141587.0,207064.0,438768.0,586247.0,580355.0,793311.0,district
2022-23,3,Jubilee,181808.0,223230.0,556688.0,633468.0,738496.0,856698.0,jubilee
2022-23,3,Metropolitan,154789.0,174712.0,425757.0,483620.0,580546.0,658332.0,metropolitan
2022-23,3,Northern,276591.0,306826.0,780585.0,839995.0,1057176.0,1146821.0,northern
2022-23,3,Piccadilly,207725.0,250146.0,625635.0,739675.0,833360.0,989821.0,piccadilly
2022-23,3,Victoria,142936.0,174801.0,373052.0,441604.0,515988.0,616405.0,victoria
2022-23,3,Waterloo & City,7455.0,8748.0,10829.0,12672.0,18284.0,21420.0,waterloo and city
2022-23,4,Bakerloo,62910.0,71193.0,166638.0,188651.0,229548.0,259844.0,bakerloo
2022-23,4,C&H,63275.0,75220.0,203725.0,248313.0,267000.0,323533.0,candh
2022-23,4,Central,224612.0,276800.0,621340.0,798844.0,845952.0,1075644.0,central
2022-23,4,District,167743.0,209759.0,492703.0,565990.0,660446.0,775749.0,district
2022-23,4,Jubilee,185514.0,227180.0,514252.0,587350.0,699766.0,814530.0,jubilee
2022-23,4,Metropolitan,159305.0,179135.0,420309.0,468631.0,579614.0,647766.0,metropolitan
2022-23,4,Northern,302167.0,314340.0,874674.0,898849.0,1176841.0,1213189.0,northern
2022-23,4,Piccadilly,215060.0,253745.0,621831.0,736702.0,836891.0,990447.0,piccadilly
2022-23,4,Victoria,163881.0,178520.0,408450.0,441888.0,572331.0,620408.0,victoria
2022-23,4,Waterloo & City,10912.0,11320.0,14029.0,14520.0,24941.0,25840.0,waterloo and city
2022-23,5,Bakerloo,61146.0,74940.0,159253.0,192143.0,220399.0,267083.0,bakerloo
2022-23,5,C&H,53710.0,75220.0,176471.0,254136.0,230181.0,329356.0,candh
2022-23,5,Central,232507.0,276800.0,659060.0,798772.0,891567.0,1075572.0,central
2022-23,5,District,158342.0,209753.0,450884.0,575980.0,609226.0,785733.0,district
2022-23,5,Jubilee,175365.0,227180.0,508901.0,633244.0,684266.0,860424.0,jubilee
2022-23,5,Metropolitan,163878.0,179120.0,440278.0,486400.0,604156.0,665520.0,metropolitan
2022-23,5,Northern,290106.0,314340.0,847381.0,900590.0,1137487.0,1214930.0,northern
2022-23,5,Piccadilly,200099.0,253439.0,605357.0,748998.0,805456.0,1002437.0,piccadilly
2022-23,5,Victoria,147425.0,178520.0,368509.0,441888.0,515934.0,620408.0,victoria
2022-23,5,Waterloo & City,10296.0,11320.0,12746.0,14520.0,23042.0,25840.0,waterloo and city
2022-23,6,Bakerloo,66624.0,74522.0,179119.0,195525.0,245743.0,270047.0,bakerloo
2022-23,6,C&H,63159.0,75237.0,211391.0,265315.0,274550.0,340552.0,candh
2022-23,6,Central,245930.0,274351.0,726374.0,795558.0,972304.0,1069909.0,central
2022-23,6,District,175736.0,208817.0,522553.0,592117.0,698289.0,800934.0,district
2022-23,6,Jubilee,181102.0,225205.0,542447.0,633393.0,723549.0,858598.0,jubilee
2022-23,6,Metropolitan,166094.0,175055.0,437850.0,462485.0,603944.0,637540.0,metropolitan
2022-23,6,Northern,306230.0,312314.0,883915.0,900198.0,1190145.0,1212512.0,northern
2022-23,6,Piccadilly,219973.0,251320.0,613618.0,720060.0,833591.0,971380.0,piccadilly
2022-23,6,Victoria,155043.0,176664.0,395266.0,441735.0,550309.0,618399.0,victoria
2022-23,6,Waterloo & City,9222.0,10754.0,13248.0,13794.0,22470.0,24548.0,waterloo and city
2022-23,7,Bakerloo,66278.0,74940.0,162552.0,195177.0,228830.0,270117.0,bakerloo
2022-23,7,C&H,63826.0,75220.0,204195.0,260906.0,268021.0,336126.0,candh
2022-23,7,Central,251318.0,276800.0,730162.0,799814.0,981480.0,1076614.0,central
2022-23,7,District,189026.0,211331.0,500532.0,568403.0,689558.0,779734.0,district
2022-23,7,Jubilee,190717.0,227180.0,548157.0,633975.0,738874.0,861155.0,jubilee
2022-23,7,Metropolitan,170604.0,179030.0,462832.0,487153.0,633436.0,666183.0,metropolitan
2022-23,7,Northern,308434.0,314340.0,873325.0,901971.0,1181759.0,1216311.0,northern
2022-23,7,Piccadilly,221772.0,245438.0,631815.0,709522.0,853587.0,954960.0,piccadilly
2022-23,7,Victoria,164246.0,178520.0,418081.0,442398.0,582327.0,620918.0,victoria
2022-23,7,Waterloo & City,11034.0,11320.0,14125.0,14520.0,25159.0,25840.0,waterloo and city
2022-23,8,Bakerloo,61341.0,74940.0,156012.0,194820.0,217353.0,269760.0,bakerloo
2022-23,8,C&H,61650.0,75220.0,204107.0,254079.0,265757.0,329299.0,candh
2022-23,8,Central,235621.0,276800.0,683619.0,798980.0,919240.0,1075780.0,central
2022-23,8,District,179775.0,211311.0,515192.0,575589.0,694967.0,786900.0,district
2022-23,8,Jubilee,176647.0,227180.0,517916.0,633380.0,694563.0,860560.0,jubilee
2022-23,8,Metropolitan,159987.0,178960.0,445625.0,486524.0,605612.0,665484.0,metropolitan
2022-23,8,Northern,293422.0,314340.0,860284.0,900727.0,1153706.0,1215067.0,northern
2022-23,8,Piccadilly,199346.0,238387.0,608641.0,723665.0,807987.0,962052.0,piccadilly
2022-23,8,Victoria,151949.0,178520.0,394683.0,441943.0,546632.0,620463.0,victoria
2022-23,8,Waterloo & City,9390.0,10520.0,13138.0,14300.0,22528.0,24820.0,waterloo and city
2022-23,9,Bakerloo,66145.0,74940.0,172837.0,194810.0,238982.0,269750.0,bakerloo
2022-23,9,C&H,64508.0,75220.0,214669.0,265350.0,279177.0,340570.0,candh
2022-23,9,Central,235995.0,276800.0,687241.0,798820.0,923236.0,1075620.0,central
2022-23,9,District,184931.0,211320.0,542070.0,602714.0,727001.0,814034.0,district
2022-23,9,Jubilee,182441.0,227180.0,528233.0,633086.0,710674.0,860266.0,jubilee
2022-23,9,Metropolitan,174002.0,178960.0,466140.0,486568.0,640142.0,665528.0,metropolitan
2022-23,9,Northern,308622.0,314340.0,879328.0,900643.0,1187950.0,1214983.0,northern
2022-23,9,Piccadilly,211889.0,238387.0,642410.0,723304.0,854299.0,961691.0,piccadilly
2022-23,9,Victoria,160408.0,178520.0,391629.0,441888.0,552037.0,620408.0,victoria
2022-23,9,Waterloo & City,9472.0,9720.0,13728.0,14080.0,23200.0,23800.0,waterloo and city
2022-23,10,Bakerloo,40374.0,61881.0,115324.0,160257.0,155698.0,222138.0,bakerloo
2022-23,10,C&H,51443.0,74022.0,164268.0,238822.0,215711.0,312844.0,candh
2022-23,10,Central,201878.0,262817.0,558763.0,733854.0,760641.0,996671.0,central
2022-23,10,District,165295.0,198966.0,439212.0,545298.0,604507.0,744264.0,district
2022-23,10,Jubilee,171008.0,210350.0,486927.0,579041.0,657935.0,789391.0,jubilee
2022-23,10,Metropolitan,148390.0,163888.0,399984.0,447331.0,548374.0,611219.0,metropolitan
2022-23,10,Northern,277773.0,296220.0,786327.0,827245.0,1064100.0,1123465.0,northern
2022-23,10,Piccadilly,196661.0,232506.0,586998.0,692350.0,783659.0,924856.0,piccadilly
2022-23,10,Victoria,138268.0,163235.0,345112.0,401261.0,483380.0,564496.0,victoria
2022-23,10,Waterloo & City,7740.0,8262.0,11513.0,11968.0,19253.0,20230.0,waterloo and city
2022-23,11,Bakerloo,65276.0,74940.0,175940.0,194820.0,241216.0,269760.0,bakerloo
2022-23,11,C&H,71882.0,75220.0,237136.0,251474.0,309018.0,326694.0,candh
2022-23,11,Central,239812.0,276800.0,730967.0,798772.0,970779.0,1075572.0,central
2022-23,11,District,200382.0,211380.0,553733.0,574889.0,754115.0,786269.0,district
2022-23,11,Jubilee,185254.0,227180.0,526440.0,601271.0,711694.0,828451.0,jubilee
2022-23,11,Metropolitan,169678.0,179100.0,418594.0,445048.0,588272.0,624148.0,metropolitan
